SARO NUMBER,AMOUNT,APPROVED DATE,RELEASED DATE,DEPARTMENT,AGENCY,OPERATING UNIT,PURPOSE,REMARKS
SARO-ROXII-20-0005647,"4,883,602.00",04/02/2020 11:18:34,04/02/2020 16:25:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0912394 - Koronadal National Comprehensive High School,To release allotment for the FY 2018 Performance Based Bonus of 409 eligible personnel.,
SARO-ROXII-20-0005646,"522,872.00",04/02/2020 11:18:02,04/02/2020 16:25:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0912396 - Marbel 7 National High School,To release allotment for the FY 2018 Performance Based Bonus of 48 eligible personnel.,
SARO-ROXII-20-0005645,"403,933.00",04/02/2020 11:17:32,04/02/2020 16:25:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0912393 - Esperanza National High School,To release allotment for the FY 2018 Performance Based Bonus of 35 eligible personnel.,
SARO-ROXII-20-0005644,"631,085.00",04/02/2020 11:17:00,04/02/2020 16:25:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0912398 - Saravia National High School,To release allotment for the FY 2018 Performance Based Bonus of 49 eligible personnel.,
SARO-ROXII-20-0005643,"12,959,178.00",04/02/2020 11:07:38,04/02/2020 16:25:11,07 - Department of Education (DepEd),001 - Office of the Secretary,0812008 - Division of Koronadal City,"To release allotment for the FY 2018 Performance Based Bonus of 1,032 eligible personnel.",
SARO-ROX-20-0005642,"255,007.00",04/02/2020 10:54:21,04/03/2020 15:52:45,07 - Department of Education (DepEd),001 - Office of the Secretary,0810003 - Division of Lanao del Norte,Release of allotment to cover additional RLIP requirements for sixteen (16) newly-filled non-teaching positions.,
SARO-ROX-20-0005641,"3,189,508.00",04/02/2020 10:53:51,04/03/2020 15:52:45,07 - Department of Education (DepEd),001 - Office of the Secretary,0810003 - Division of Lanao del Norte,Release of allotment to cover additional PS requirements for sixteen (16) newly-filled non-teaching positions.,
SARO-ROX-20-0005639,"985,000.00",04/02/2020 10:41:04,04/03/2020 15:52:45,07 - Department of Education (DepEd),001 - Office of the Secretary,0810010 - Division of Malaybalay City,To cover 25% RLIP requirements for 1st tranche compensation adjustment per RA 11466 and NBC No. 579.,
SARO-ROX-20-0005638,"9,712,000.00",04/02/2020 10:40:29,04/03/2020 15:52:45,07 - Department of Education (DepEd),001 - Office of the Secretary,0810010 - Division of Malaybalay City,Release of allotment  to cover 25% of 1st tranche compensation adjustment for civilian personnel including related costs as authorized under R.A No. 11466 and NBC No. 579.,
SARO-ROX-20-0005637,"902,000.00",04/02/2020 10:26:05,04/03/2020 15:52:45,07 - Department of Education (DepEd),001 - Office of the Secretary,0810008 - Division of Gingoog City,"Release of allotment to cover 25% of RLIP requirements due to compensation adjustment for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005636,"8,875,000.00",04/02/2020 10:25:32,04/03/2020 15:52:45,07 - Department of Education (DepEd),001 - Office of the Secretary,0810008 - Division of Gingoog City,"Release of allotment to cover 25% of the 1st tranche compensation adjustment for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005635,"3,036,000.00",04/02/2020 10:25:03,04/03/2020 15:52:45,07 - Department of Education (DepEd),001 - Office of the Secretary,0810006 - Division of Cagayan de Oro City,"Release of allotment to cover 25% of RLIP requirements due to compensation adjustment for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005634,"29,907,000.00",04/02/2020 10:24:25,04/03/2020 15:52:45,07 - Department of Education (DepEd),001 - Office of the Secretary,0810006 - Division of Cagayan de Oro City,"Release of allotment to cover 25% of the 1st tranche of the compensation adjustment for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005633,"398,000.00",04/02/2020 10:23:13,04/03/2020 15:52:45,26 - Other Executive Offices (OEOs),004 - Commission on Higher Education,0300010 - Regional Office - X,"Release of allotment to cover the 1st tranche of the compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROXII-20-0005618,"1,864,448.00",04/02/2020 10:16:00,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912272 - Tupi  National High School,To release allotment for the FY 2018 Performance Based Bonus of 162 eligible personnel.,
SARO-ROXII-20-0005616,"1,359,199.00",04/02/2020 10:15:32,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912271 - T'boli National High School,To release allotment for the FY 2018 Performance Based Bonus of 114 eligible personnel.,
SARO-ROXII-20-0005613,"318,476.00",04/02/2020 10:14:07,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912262 - Sto. Niño  National School of Arts and Trades,To release allotment for the FY 2018 Performance Based Bonus of 30 eligible personnel.,
SARO-ROXII-20-0005610,"1,244,594.00",04/02/2020 10:13:16,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912263 - Sto. Niño National High School,To release allotment for the FY 2018 Performance Based Bonus of 110 eligible personnel.,
SARO-ROXII-20-0005609,"1,270,156.00",04/02/2020 10:12:33,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912250 - Polomolok National High School,To release allotment for the FY 2018 Performance Based Bonus of 110 eligible personnel.,
SARO-ROXII-20-0005607,"1,160,105.00",04/02/2020 10:11:50,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912245 - Norala National High School,To release allotment for the FY 2018 Performance Based Bonus of 101 eligible personnel.,
SARO-ROXII-20-0005604,"593,131.00",04/02/2020 10:11:11,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912242 - Maltana National High School,To release allotment for the FY 2018 Performance Based Bonus of 51 eligible personnel.,
SARO-ROXII-20-0005597,"2,212,915.00",04/02/2020 10:08:51,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912237 - Libertad National High School,To release allotment for the FY 2018 Performance Based Bonus of 145 eligible personnel.,
SARO-ROXII-20-0005583,"345,113.00",04/02/2020 10:04:33,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912236 - Lapuz National High School,To release allotment for the FY 2018 Performance Based Bonus of 30 eligible personnel.,
SARO-ROXII-20-0005580,"615,791.00",04/02/2020 10:03:50,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912233 - Lamian National High School,To release allotment for the FY 2018 Performance Based Bonus of 55 eligible personnel.,
SARO-ROXII-20-0005576,"1,208,505.00",04/02/2020 10:03:12,04/02/2020 16:23:22,07 - Department of Education (DepEd),001 - Office of the Secretary,0912214 - Banga National High School,To release allotment for the FY 2018 Performance Based Bonus of 103 eligible personnel.,
SARO-ROXII-20-0005570,"70,106,813.00",04/02/2020 10:01:22,04/02/2020 16:12:09,07 - Department of Education (DepEd),001 - Office of the Secretary,0812003 - Division of South Cotabato,"To release allotment for the FY 2018 Performance Based Bonus of 4,238 eligible personnel.",
SARO-ROXII-20-0005565,"913,571.00",04/02/2020 09:55:21,04/02/2020 13:37:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0912161 - Colon National High School,To release allotment to cover requirements for the grant of FY 2018 Performance-Based Bonus for 81 employees.,
SARO-ROXII-20-0005564,"1,174,954.00",04/02/2020 09:54:50,04/02/2020 13:37:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0912191 - Malapatan National High School,To release allotment to cover requirements for the grant of FY 2018 Performance-Based Bonus for 105 employees.,
SARO-ROXII-20-0005563,"900,212.00",04/02/2020 09:54:19,04/02/2020 13:37:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0912186 - Malalag National High School,To release allotment to cover requirements for the grant of FY 2018 Performance-Based Bonus for 77 employees.,
SARO-ROXII-20-0005562,"1,451,460.00",04/02/2020 09:53:47,04/02/2020 13:37:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0912151 - Alabel National High School,To release allotment to cover requirements for the grant of FY 2018 Performance-Based Bonus for 124 employees.,
SARO-ROXII-20-0005561,"861,455.00",04/02/2020 09:53:20,04/02/2020 13:37:13,07 - Department of Education (DepEd),001 - Office of the Secretary,"0912180 - Leonard Young, Sr. National High School",To release allotment to cover requirements for the grant of FY 2018 Performance-Based Bonus for 80 employees.,
SARO-ROXII-20-0005560,"513,769.00",04/02/2020 09:52:55,04/02/2020 13:37:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0912171 - Glan Padidu National High School,To release allotment to cover requirements for the grant of FY 2018 Performance-Based Bonus for 46 employees.,
SARO-ROXII-20-0005559,"1,364,833.00",04/02/2020 09:52:07,04/02/2020 13:37:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0912173 - Glan School of Arts and Trades,To release allotment to cover requirements for the grant of FY 2018 Performance-Based Bonus for 124 employees.,
SARO-ROXII-20-0005558,"653,050.00",04/02/2020 09:51:38,04/02/2020 13:37:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0912200 - Pangyan National High School,To release allotment to cover requirements for the grant of FY 2018 Performance-Based Bonus for 52 employees.,
SARO-ROXII-20-0005557,"1,015,586.00",04/02/2020 09:51:15,04/02/2020 13:37:13,07 - Department of Education (DepEd),001 - Office of the Secretary,0912182 - Lun Pandidu National High School,To release allotment to cover requirements for the grant of FY 2018 Performance-Based Bonus for 76 employees.,
SARO-ROX-20-0005556,"1,416,000.00",04/02/2020 09:43:49,04/03/2020 15:52:45,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800153 - Lanao del Norte 1st District Engineering Office,"Release of allotment to cover the 1st tranche compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005555,"4,156,000.00",04/02/2020 09:43:16,04/03/2020 15:52:45,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,0300010 - Regional Office X - Proper,"Release of allotment to cover the 1st tranche compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005554,"400,000.00",04/02/2020 09:42:45,04/03/2020 15:52:45,22 - Department of Trade and Industry (DTI),009 - Technical Education and Skills Development Authority,1600047 - Lanao del Norte National Agro-Industrial School,"Release of allotment to cover the 1st tranche compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005553,"55,666,000.00",04/02/2020 09:42:12,04/03/2020 15:52:45,13 - Department of Health (DOH),001 - Office of the Secretary,1400060 - Amai Pakpak Medical Center,"Release of allotment to cover the 1st tranche compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005552,"474,000.00",04/02/2020 09:41:37,04/03/2020 15:52:45,22 - Department of Trade and Industry (DTI),009 - Technical Education and Skills Development Authority,1600046 - Oroquieta Agro-Industrial School,"Release of allotment to cover the 1st tranche compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROXII-20-0005551,"1,932,300.00",04/02/2020 09:41:37,04/02/2020 16:12:09,07 - Department of Education (DepEd),001 - Office of the Secretary,0912368 - New Society National High School,"To release allotment for the FY 2018 Performance Based Bonus authorized under EO No. 80, s. 2012 and EO No. 201, s. 2016 of 144 eligible personnel.",
SARO-ROX-20-0005550,"11,201,000.00",04/02/2020 09:41:09,04/03/2020 15:52:45,13 - Department of Health (DOH),001 - Office of the Secretary,"1400059 - Mayor Hilarion Ramiro, Sr. Regional Training and Teaching Hospital","Release of allotment to cover the 1st tranche compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005549,"1,021,000.00",04/02/2020 09:40:41,04/03/2020 15:52:45,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800155 - Misamis Occidental District Engineering Office,"Release of allotment to cover the 1st tranche compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005548,"313,000.00",04/02/2020 09:40:13,04/03/2020 15:52:45,22 - Department of Trade and Industry (DTI),009 - Technical Education and Skills Development Authority,1600048 - Salvador Trade School,"Release of allotment to cover the 1st tranche compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
SARO-ROX-20-0005547,"5,046,000.00",04/02/2020 09:39:39,04/03/2020 15:52:45,08 - State Universities and Colleges (SUCs),095 - Northwestern Mindanao State College of Science and Technology,0000000 - Northwestern Mindanao State College of Science and Technology,"Release of allotment to cover the 1st tranche compensation adjustment (January to December 2020) for civilian personnel including related costs, as authorized under R.A. No. 11466 and NBC No. 579.",
